secundo	ADJ	secundo	72	Form=Adverbial|NumType=Ord|VerbForm=Part		
assentio	VERB	assentiat,assentit,assentiunt	6	Aspect=Imp|Lilaflcat=LatI|Mood=Ind,Sub|Number=Plur,Sing|Person=3|Tense=Pres|TraditionalMood=Indicativus,Subiunctivus|TraditionalTense=Praesens|Voice=Act	assentientibus,adsensere,adsentire,adsentiant,adsenserunt,adsentiendi,adsensit,adsenserint,assentire	InflClass[nominal],VerbForm,Case,Gender,InflClass
quomodo	NOUN	quomodo	266	Compound=Yes|Form=Adverbial|PronType=Int,Rel		
tempto	VERB	tentandum	1	Aspect=Prosp|Case=Nom|Gender=Neut|InflClass[nominal]=IndEurO|Lilaflcat=LatI|Number=Sing|TraditionalMood=Gerundivum|VerbForm=Part|Voice=Pass	tentatur,temptabimus,tentetur,temptauit,tentauerit,temptanda,tentare,temptauerit,tentauerunt,tentauit,tentantis,temptatis	Person,TraditionalTense,Mood,InflClass,Tense
huiusmodi	DET	huiuscemodi,huiusmodi	705	Compound=Yes|PronType=Dem		
demonstratiue	ADJ	demonstratiue	2	Form=Adverbial		
euidenter	VERB	euidenter,euidentissime,euidentius	28	Degree=Abs,Cmp|Form=Adverbial		
puta	SCONJ	puta	42	ExtPos=ADV		
omnino	DET	omnino	638	Form=Adverbial|PronType=Tot		
subtiliter	ADJ	subtilissime,subtiliter,subtilius,suptiliter	24	Degree=Abs,Cmp|Form=Adverbial		
plus	DET	plus,plusquam	19	Degree=Cmp|Form=Adverbial		
multoque	DET	multoque	1	Form=Adverbial		
perfecte	VERB	perfecte,perfectissime,perfectius	180	Degree=Abs,Cmp|Form=Adverbial|VerbForm=Part		
diuinitus	ADJ	diuinitus	80	Form=Adverbial		
manifeste	VERB	manifeste,manifestius	99	Degree=Cmp|Form=Adverbial		
cottidie	NOUN	quotidie	9	Compound=Yes|Form=Adverbial		
ii	DET	ii	187	Number=Plural|NumForm=Roman|NumType=Card		
iob	NOUN	iob	49	Foreign=Yes|Gender=Masc|NameType=Giv|Number=Sing|OrigLang=hbo		
forsitan	ADV	forsitan	166	Compound=Yes		
ecce	PART	ecce	29	Form=Emp|PartType=Emp|PronType=Dem		
solummodo	NOUN	solummodo	7	Compound=Yes|Form=Adverbial		
impedio	VERB	impediantur,impediens,impedientis,impedietur	10	Aspect=Imp|Case=Gen,Nom|Gender=Fem,Neut|InflClass[nominal]=IndEurI|Lilaflcat=LatI|Mood=Ind,Sub|Number=Plur,Sing|Person=3|Tense=Fut,Pres|TraditionalMood=Indicativus,Participium,Subiunctivus|TraditionalTense=Futurum,Praesens|VerbForm=Part|Voice=Act,Pass	inpediat,inpedimur,inpeditus,inpedii,inpeditos,impediit,impediunt,inpedirentur,impedies,impediuerant,inpedissent,inpedient,impediretur,impeditos,impedierit,impedite,impediuerat,impediturus,impedirent,inpediebat,inpediet,impediat,impediebant,impediant,impedi,impediendae,inpedit,impeditum,impedimur,impeditura,impedisse,impediremur,indupedita,inpedietur,impediatur,impedit,impedito,impediendi,inpediant,impedituri,inpediare,inpedio,impediendum,impediendos,inpeditura,inpedire,inpeditas,impediebat,inpediente,impediendus,impediebantur,inpeditur,impedire,impediti,impeditur,impediar,inpediri,impediret,impedita,impedirentur,inpediunt,impediuntur,inpedienda,impediri,inpedierant,impediuit,impediente,impedientibus,impediet,inpediretur,indupediri,impedisset,impedior,impedio,inpedita,impeditas,impeditis,impediebamur,inpediuntur,impediam,impeditus,impediebatur,impedientem	Tac,InflClass
siquidem	SCONJ	siquidem	2	Compound=Yes		
naturaliter	ADJ	naturaliter	259	Form=Adverbial		
fere	ADV	fere	338	_		
tum	CCONJ	tum	40	_		
uii	DET	uii	72	Number=Plural|NumForm=Roman|NumType=Card		
magne	ADJ	maxime	166	Degree=Abs|Form=Adverbial		
prouenio	VERB	proueniens,prouenientem,prouenirent,proueniret,prouenisse	23	Aspect=Imp,Perf|Case=Acc,Nom|Gender=Fem,Masc,Neut|InflClass[nominal]=IndEurI|Lilaflcat=LatI|Mood=Sub|Number=Plur,Sing|Person=3|Tense=Past|TraditionalMood=Infinitivus,Participium,Subiunctivus|TraditionalTense=Imperfectum,Perfectum,Praesens|VerbForm=Inf,Part|Voice=Act	prouentu,proueniat,prouenerit,prouenerint,prouenisset,proueniant,prouenit,prouenerat,prouenissent,proueni,prouenerunt,prouenire,proueniunt,proueniebant,prouenient,prouenerant,prouenere	InflClass
uere	ADJ	uere,uerissime,uerissume,uerius	275	Degree=Abs,Cmp|Form=Adverbial		
interdum	ADV	interdum	278	Compound=Yes		
salubriter	ADJ	saluberrime,salubriter,salubrius	12	Degree=Abs,Cmp|Form=Adverbial		
absque	ADP	absque,apsque	216	AdpType=Prep		
desidero	VERB	desiderantius	1	Degree=Cmp|Form=Adverbial	desideret,desiderasses,desiderauere,desiderare,desideretur,desideraueris,desiderandum,desideratae,desideraui,desiderandi,desiderarent,desiderauerunt,desideratos,desiderata,desideremus,desiderantes,desideror,desideraretur,desiderantibus,desideraturo,desiderato,desiderabatur,desiderem,desiderari,desiderandus,desidero,desiderasti,desideratis,desiderantem,desideranda,desideraret,desiderate,desiderauerint,desiderarit,desiderarentur,desideratam,desiderarunt,desideraturus,desiderabat,desiderauit,desiderabis,desiderabitur,desiderabant,desideranti,desiderent,desideres,desiderando,desideratus,desiderabam,desiderabatis,desideretis,desiderauerit,desideras,desiderarat,desiderant,desiderabamus,desiderauerant,desideratur,desiderarem,desiderat,desidera,desideramus,desiderantur,desideratas,desideratum,desiderabit,desiderantis,desiderati,desideraturum,desiderans	TraditionalMood,Tac,Person,Aspect,TraditionalTense,Mood,InflClass[nominal],Number,VerbForm,Case,InflClass,Voice,Gender,Tense
singulariter	ADJ	singulariter	20	Form=Adverbial		
suauiter	ADJ	suauissime,suauiter,suauius	14	Degree=Abs,Cmp|Form=Adverbial		
quando	SCONJ	quando	344	PronType=Rel		
supra	PRON	superius,supra	861	AdvType=Loc|Degree=Cmp|Form=Adverbial		
x	DET	x	106	Number=Plural|NumForm=Roman|NumType=Card		
xi	DET	xi	24	Number=Plural|NumForm=Roman|NumType=Card		
quantumcumque	PRON	quantumcumque	12	Form=Adverbial		
plene	ADJ	plene,plenissime,plenius	32	Degree=Abs,Cmp|Form=Adverbial		
qualitercumque	DET	qualitercumque	9	Form=Adverbial		
uisibiliter	ADJ	uisibiliter	7	Form=Adverbial		
uidelicet	CCONJ	uidelicet	128	Compound=Yes		
consequor	VERB	consequenter	1	Form=Adverbial|TraditionalMood=Participium|TraditionalTense=Praesens	consequimur,consequar,consecuntur,consequare,consequatur,consequendam,consequentem,consequaris,consecuto,consequente,consequenda,consecuturum,consequamur,consequentes,consecutura,consequemur,consequemini,consequentur,consecutum,consecuti,consequebantur,consecutus,consequerentur,consecutos,consequebare,consequens,consecuta,consequendi,consequuntur,consequenti,consequeris,consequentis,consecuturi,consequitur,consequetur,consequi,consequendo,consecutae,consecuturus,consequentia,consecutis,consequantur,consequentibus,consequebatur,consequeretur,consequendum	Tac,Aspect,Person,InflClass[nominal],Mood,Number,VerbForm,Case,InflClass,Voice,Gender,Tense
inuisibilis	ADJ	inuisibilius	1	Degree=Cmp|Form=Adverbial	inuisibiles,inuisibilibus,inuisibilis,inuisibilium,inuisibilia,inuisibilem,inuisibile	Number,Case,Gender,InflClass,Polarity
utpote	SCONJ	utpote	90	Compound=Yes|ExtPos=SCONJ		
ultere	ADJ	ulterius	90	Degree=Cmp|Form=Adverbial		
obedio	VERB	obediat,obediendi,obediendo,obediendum,obediens,obediente,obedientem,obedientibus,obedimus,obedire,obediri,obedit,obedite,obeditur	41	Aspect=Imp,Prosp|Case=Abl,Acc,Dat,Gen,Nom|Gender=Fem,Masc,Neut|InflClass[nominal]=IndEurI,IndEurO|Lilaflcat=LatI|Mood=Imp,Ind,Sub|Number=Plur,Sing|Person=1,2,3|Tense=Pres|TraditionalMood=Gerundium,Gerundivum,Imperativus,Indicativus,Infinitivus,Participium,Subiunctivus|TraditionalTense=Praesens|VerbForm=Inf,Part|Voice=Act,Pass	oboediebant,oboedientem,oboediant,oboedientes,oboedirent,oboedire,oboedierint	InflClass
mediocriter	ADJ	mediocriter	28	Form=Adverbial		
quin	SCONJ	quin	577	Compound=Yes|Polarity=Neg|PronType=Rel		
pote	ADJ	potissime,potius	22	Degree=Abs,Cmp|Form=Adverbial		
supernaturaliter	ADJ	supernaturaliter	1	Form=Adverbial		
inuisibiliter	ADJ	inuisibiliter	9	Form=Adverbial		
prorsus	PRON	prorsus,prosus	80	AdvType=Loc|Form=Adverbial|VerbForm=Part		
ficte	VERB	ficte	3	Form=Adverbial		
recte	VERB	recte,rectissime,rectius	363	Degree=Abs,Cmp|Form=Adverbial|VerbForm=Part		
qualiter	DET	qualiter	58	Form=Adverbial|PronType=Int,Rel		
etsi	SCONJ	etsi	102	Compound=Yes		
diuersimode	NOUN	diuersimode	29	Compound=Yes|Form=Adverbial		
parue	DET	minime,minus	160	Degree=Abs,Cmp|Form=Adverbial		
tertio	ADJ	tertio	63	Form=Adverbial|NumType=Ord		
an	SCONJ	an	16	_		
partim	NOUN	partim	301	Form=Adverbial		
firmiter	ADJ	firmiter	10	Form=Adverbial		
quoad	SCONJ	quoad	83	Compound=Yes|PronType=Rel		
iu	DET	iu	38	Number=Plural|NumForm=Roman|NumType=Card		
ex	SCONJ	e,ex	3	_		
utputa	SCONJ	utputa	5	Compound=Yes		
deuenio	VERB	deuenerint,deuenerit,deueniat,deueniatur,deueniendo,deueniet,deuenietur,deuenimus,deueniret,deueniri	11	Aspect=Imp,Perf,Prosp|Case=Abl|Gender=Neut|InflClass[nominal]=IndEurO|Lilaflcat=LatI|Mood=Ind,Sub|Number=Plur,Sing|Person=1,3|Tense=Fut,Past,Pres|TraditionalMood=Gerundium,Indicativus,Infinitivus,Subiunctivus|TraditionalTense=Futurum,Imperfectum,Praesens|VerbForm=Inf,Part|Voice=Act,Pass	deuenirent,deuenero,deueniam,deueniunt,deuenit,deuenitur,deuenerant,deuenerunt,deuenire,deuenere,deuenient	InflClass
alias	DET	alias	157	AdvType=Tim|Form=Adverbial|PronType=Con		
ui	DET	ui	78	Number=Plural|NumForm=Roman|NumType=Card		
absolute	VERB	absolute	66	Form=Adverbial|VerbForm=Part		
similiter	ADJ	similiter	338	Form=Adverbial		
proprie	ADJ	proprie	151	Form=Adverbial		
iii	DET	iii	203	Number=Plural|NumForm=Roman|NumType=Card		
instrumentaliter	ADJ	instrumentaliter	11	Form=Adverbial		
immediate	VERB	immediate,inmediate	106	Form=Adverbial|Polarity=Neg|VerbForm=Part		
medio	ADJ	mediate	1	Form=Adverbial|TraditionalMood=Participium|TraditionalTense=Perfectum		
dupliciter	ADJ	dupliciter	68	Form=Adverbial|NumType=Mult		
quodammodo	NOUN	quodammodo,quonammodo	131	Compound=Yes|Form=Adverbial|PronType=Rel		
pluries	DET	pluries	2	Degree=Cmp|Form=Adverbial		
postmodum	NOUN	postmodum	48	Compound=Yes|Form=Adverbial		
aequaliter	ADJ	aequaliter,aequalius,equaliter	54	Degree=Cmp|Form=Adverbial		
necesseesse	NOUN	necesseesse	35	VerbForm=Inf		
aliunde	PRON	aliunde	30	Compound=Yes|Form=Adverbial		
quandoque	PRON	quandoque	218	AdvType=Tim|Form=Adverbial,Emp|PronType=Rel		
dauid	NOUN	dauid	23	Foreign=Yes|Gender=Masc|NameType=Giv|Number=Sing|OrigLang=hbo		
unio	VERB	uniantur,uniatur,uniebatur,uniens,uniente,unire,unirentur,uniret,uniretur,unit,unita,unitae,unitam,unitas,unite,uniti,unitis,unitum,uniuit	178	Aspect=Imp,Perf|Case=Abl,Acc,Nom|Form=Adverbial|Gender=Fem,Masc,Neut|InflClass[nominal]=IndEurA,IndEurI,IndEurO|Lilaflcat=LatI|Mood=Imp,Ind,Sub|Number=Plur,Sing|Person=2,3|Tense=Past,Pres|TraditionalMood=Imperativus,Indicativus,Infinitivus,Participium,Subiunctivus|TraditionalTense=Imperfectum,Perfectum,Praesens|VerbForm=Inf,Part|Voice=Act,Pass	unitur,uniuntur,unitus,uniri	InflClass
praeterea	DET	praeterea,preterea	1049	AdvType=Loc|Compound=Yes|Form=Adverbial|PronType=Dem		
pure	ADJ	pure,purissime,purius	21	Degree=Abs,Cmp|Form=Adverbial		
ubicumque	PRON	ubicumque,ubicunque	14	AdvType=Loc|Compound=Yes|Form=Adverbial,Emp|PronType=Rel		
extra	PRON	exterius,extra	67	Degree=Cmp|Form=Adverbial		
i	DET	i	248	Number=Plural|NumForm=Roman|NumType=Card		
circulariter	ADJ	circulariter	4	Form=Adverbial		
localiter	ADJ	localiter	8	Form=Adverbial		
uelociter	ADJ	uelocissime,uelociter,uelocius	19	Degree=Abs,Cmp|Form=Adverbial		
aliquotiens	PRON	aliquotiens,aliquoties	11	Form=Adverbial		
uiii	DET	uiii	76	Number=Plural|NumForm=Roman|NumType=Card		
expresse	VERB	expresse,expressius	35	Degree=Cmp|Form=Adverbial|VerbForm=Part		
utrubique	PRON	utrobique	9	Form=Adverbial		
aequiuoce	ADJ	aequiuoce	24	Form=Adverbial		
quattuor	DET	quattuor,quatuor	21	NumForm=Word|NumType=Card|NumValue=4		
necnon	CCONJ	necnon	13	Compound=Yes|Polarity=Neg		
puta	CCONJ	puta	34	ExtPos=ADV		
accidentaliter	ADJ	accidentaliter	32	Form=Adverbial		
israel	NOUN	israel	31	Foreign=Yes|Gender=Masc|NameType=Giv|Number=Sing|OrigLang=hbo		
superuenio	VERB	superuenientem,superuenienti,superuenientis,superuenire,superuenirent	5	Aspect=Imp|Case=Abl,Acc,Gen|Gender=Fem,Masc|InflClass[nominal]=IndEurI|Lilaflcat=LatI|Mood=Sub|Number=Plur,Sing|Person=3|Tense=Past|TraditionalMood=Infinitivus,Participium,Subiunctivus|TraditionalTense=Imperfectum,Praesens|VerbForm=Inf,Part|Voice=Act	superueni,superuenerunt,superueniens,superuenit,superuenient,superuenisse,superuenturum,superueniant,superuenerat,superuenientes,superueniunt,superueniente,superuenientibus,superueniet	Tac,InflClass
substantialiter	ADJ	substantialiter	22	Form=Adverbial		
essentialiter	ADJ	essentialiter	22	Form=Adverbial		
formaliter	ADJ	formaliter	32	Form=Adverbial		
aperte	VERB	aperte,apertissime,apertius	108	Degree=Abs,Cmp|Form=Adverbial|Lilaflcat=LatI|VerbForm=Part		
indebite	VERB	indebite	3	Form=Adverbial		
idest	CCONJ	idest	80	Compound=Yes		
uniuersaliter	ADJ	uniuersaliter,uniuersalius	45	Degree=Cmp|Form=Adverbial		
aliqualiter	DET	aliqualiter	38	Compound=Yes|Form=Adverbial|PronType=Rel		
totaliter	ADJ	totaliter	96	Form=Adverbial|PronType=Tot		
eminenter	VERB	eminentius	4	Degree=Cmp|Form=Adverbial		
u	DET	u	108	Number=Plural|NumForm=Roman|NumType=Card		
incircumscriptiue	ADJ	incircumscriptiue	1	Form=Adverbial		
aequiuocus	ADJ	aequiuoce	1	Compound=Yes|Degree=Cmp|Form=Adverbial	aequiuoca,aequiuocis,aequiuocum,aequiuoco	Gender,Number,Case,InflClass
ix	DET	ix	11	Number=Plural|NumForm=Roman|NumType=Card		
metaphorice	ADJ	metaphorice	15	Form=Adverbial		
aliqui	PRON	aliquatenus	9	Compound=Yes|Form=Adverbial|PronType=Ind		
uniuoce	ADJ	uniuoce	27	Form=Adverbial		
diuisim	VERB	diuisim	6	Form=Adverbial		
particulariter	ADJ	particulariter,particularius	5	Degree=Cmp|Form=Adverbial		
partialiter	ADJ	partialiter	2	Form=Adverbial		
analogice	ADJ	analogice	4	Form=Adverbial		
adinuenio	VERB	adinuenire,adinuenisse,adinuenit,adinuenta,adinuentae	6	Aspect=Imp,Perf|Case=Nom|Gender=Fem|InflClass[nominal]=IndEurA|Lilaflcat=LatI|Mood=Ind|Number=Plur,Sing|Person=3|Tense=Pres|TraditionalMood=Indicativus,Infinitivus,Participium|TraditionalTense=Perfectum,Praesens|VerbForm=Inf,Part|Voice=Act,Pass	adinuenerunt,adinuenimus	InflClass
immaterialiter	ADJ	immaterialiter	10	Form=Adverbial		
participatiue	ADJ	participatiue	10	Form=Adverbial		
ignio	VERB	ignitis,ignitorum,ignitum	5	Aspect=Perf|Case=Abl,Gen,Nom|Gender=Fem,Neut|InflClass[nominal]=IndEurA,IndEurO|Lilaflcat=LatI|Number=Plur,Sing|TraditionalMood=Participium|TraditionalTense=Perfectum|VerbForm=Part|Voice=Pass		
summe	ADJ	summe	23	Degree=Abs|Form=Adverbial		
sufficienter	VERB	sufficienter	46	Form=Adverbial|VerbForm=Part		
irregulariter	ADJ	irregulariter	1	Form=Adverbial		
numero	NOUN	numero	84	Form=Adverbial		
priuatiue	ADJ	priuatiue	3	Form=Adverbial		
negatiue	ADJ	negatiue	3	Form=Adverbial		
infinite	VERB	infinite	1	Form=Adverbial		
nihilominus	DET	nichilominus,nihilominus	50	Compound=Yes|Form=Adverbial|Polarity=Neg|PronType=Neg		
determinate	VERB	determinate	9	Form=Adverbial		
θεαομαι	VERB	theasthe	1	Aspect=Imp|Foreign=Yes|OrigLang=grc|VerbForm=Inf|Voice=Pass		
intelligibiliter	ADJ	intelligibiliter	11	Form=Adverbial		
mediate	VERB	mediate	5	Form=Adverbial|VerbForm=Part		
imperfecte	VERB	imperfecte,imperfectissime,imperfectius	13	Degree=Abs,Cmp|Form=Adverbial|VerbForm=Part		
ualde	ADJ	ualde,ualdissime,ualdius	100	Degree=Abs,Cmp|Form=Adverbial		
multipliciter	ADJ	multipliciter,multiplicius	17	Compound=Yes|Degree=Cmp|Form=Adverbial		
faciliter	ADJ	faciliter,facilius	15	Degree=Cmp|Form=Adverbial		
indifferenter	VERB	indifferenter	8	Form=Adverbial|Polarity=Neg		
disiunctim	VERB	disiunctim	2	Form=Adverbial|VerbForm=Part		
pluraliter	ADJ	pluraliter	10	Form=Adverbial		
postea	DET	postea	537	AdvType=Tim|Compound=Yes|Form=Adverbial		
successiue	ADJ	successiue	21	Form=Adverbial		
habitualiter	ADJ	habitualiter	4	Form=Adverbial		
dormio	VERB	dormiendo,dormierint,dormierit	4	Aspect=Perf,Prosp|Case=Abl|Gender=Neut|InflClass[nominal]=IndEurO|Lilaflcat=LatI|Mood=Ind|Number=Plur,Sing|Person=3|Tense=Fut|TraditionalMood=Gerundium,Indicativus|TraditionalTense=Futurum|VerbForm=Part|Voice=Act,Pass	dormibit,dormi,dormituro,dormienda,dormientis,dormitur,dormiam,dormienti,dormiens,dormiente,dormiret,dormies,dormientem,dormiebat,dormiturum,dormisse,dormientes,dormiunt,dormiendi,dormitum,dormientibus,dormire,dormieris,dormis,dormimus,dormio,dormientium,dormiet,dormiat,dormitis,dormit,dormirem,dormias,dormiturus,dormisset	Tac,InflClass
intellectualiter	ADJ	intellectualiter	1	Form=Adverbial		
discursiue	ADJ	discursiue	1	Form=Adverbial		
seorsum	PRON	seorsum,seorsus,sorsum,sorsus	49	Form=Adverbial|VerbForm=Part		
solus	ADJ	solum	36	Form=Adverbial|PronType=Con		
indiuisibiliter	ADJ	indiuisibiliter	3	Form=Adverbial		
unitiue	ADJ	unitiue	1	Form=Adverbial		
stabilio	VERB	stabiliatur,stabiliendo,stabilientur,stabiliri,stabilitum,stabilitur	9	Aspect=Imp,Perf,Prosp|Case=Abl,Nom|Gender=Neut|InflClass[nominal]=IndEurO|Lilaflcat=LatI|Mood=Ind,Sub|Number=Plur,Sing|Person=3|Tense=Fut,Pres|TraditionalMood=Gerundium,Indicativus,Infinitivus,Participium,Subiunctivus|TraditionalTense=Futurum,Perfectum,Praesens|VerbForm=Inf,Part|Voice=Pass	stabiliuerunt,stabilita,stabilire,stabilitam,stabiliuit,stabiliuerat,stabiliendi,stabiliendum	InflClass
euenio	VERB	eueniens	1	Aspect=Imp|Case=Nom|Gender=Neut|InflClass[nominal]=IndEurI|Lilaflcat=LatI|Number=Sing|TraditionalMood=Participium|TraditionalTense=Praesens|VerbForm=Part|Voice=Act	eueniet,euenerit,euenerant,eueniebant,eueniunt,euenere,euenit,euenturum,eueniat,euenerunt,euenient,euentura,euenisse,euenissent,eueniant,euenire,euenant,eueniret,euenisset,euenirent,euenerat,eueniebat,euenat	Tac,Person,Mood,InflClass,Tense
quarto	ADJ	quarto	16	Form=Adverbial|NumType=Ord		
quinto	ADJ	quinto	9	Form=Adverbial|NumType=Ord		
sexto	ADJ	sexto	4	Form=Adverbial		
septimo	ADJ	septimo	2	Form=Adverbial		
praesentialiter	ADJ	praesentialiter,presentialiter	6	Form=Adverbial		
utcumque	PRON	utcumque,utcunque	34	Compound=Yes|Form=Adverbial,Emp|PronType=Rel		
exemplariter	ADJ	exemplariter	2	Form=Adverbial		
priusquam	SCONJ	<prius>quam,priusquam	64	Compound=Yes|PronType=Rel		
certitudinaliter	ADJ	certitudinaliter	1	Form=Adverbial		
necessario	ADJ	necessario	99	Form=Adverbial		
fructifico	VERB	fructificare	1	Aspect=Imp|Compound=Yes|TraditionalMood=Infinitivus|TraditionalTense=Praesens|VerbForm=Inf|Voice=Act	fructificat,fructificant	Person,Mood,Number,InflClass,Tense
contingenter	VERB	contingenter	10	Form=Adverbial		
quotlibet	DET	quotlibet	2	NumType=Card|PronType=Ind		
mutuo	ADJ	mutuo	13	Form=Adverbial		
ibidem	PRON	ibidem	62	AdvType=Loc|Form=Adverbial,Emp		
nonne	PART	nonne	4	_		
uoluntarie	ADV	uoluntarie	27	_		
libere	ADJ	libere,liberius,liberrime,lubere	126	Degree=Abs,Cmp|Form=Adverbial		
quousque	SCONJ	quousque	17	Compound=Yes|PronType=Rel		
semotim	VERB	semotim	3	Form=Adverbial		
quinimmo	PRON	quinimmo	15	Form=Adverbial		
realiter	ADJ	realiter	29	Form=Adverbial		
intimus	ADJ	intimius	1	Degree=Cmp|Form=Adverbial	intimis,intima,intimum	Number,Case,Gender,InflClass
itaque	PART	itaque	36	Form=Emp|PronType=Dem		
improprie	ADJ	improprie	1	Form=Adverbial		
feruenter	VERB	feruenter,feruentius	3	Degree=Cmp|Form=Adverbial		
exinde	PRON	exim,exin,exinde	51	Compound=Yes|Form=Adverbial		
affluenter	VERB	affluenter,affluentius	4	Degree=Cmp|Form=Adverbial|VerbForm=Part		
occulte	VERB	occulte,occultissime,occultissume,occultius	67	Degree=Abs,Cmp|Form=Adverbial		
in+quantum	ADV	inquantum	1	_		
talmut	NOUN	talmut	1	Foreign=Yes|NameType=Lit|Number=Sing|OrigLang=hbo		
similitudinarie	ADJ	similitudinarie	2	Form=Adverbial		
esau	NOUN	esau	3	Foreign=Yes|Gender=Masc|NameType=Giv|Number=Sing|OrigLang=hbo		
delectabiliter	ADJ	delectabiliter	10	Form=Adverbial		
quamdiu	SCONJ	quamdiu,quandiu	93	Compound=Yes|PronType=Rel		
incomparabiliter	ADJ	incomparabiliter	1	Form=Adverbial		
aeternaliter	ADJ	aeternaliter	3	Form=Adverbial		
amen	ADJ	amen	7	Form=Adverbial		
sursum	PRON	sursum,sursus,susum	55	AdvType=Loc|Form=Adverbial|VerbForm=Part		
deseruio	VERB	deseruiens,deseruientes,deseruirent,deseruiret	5	Aspect=Imp|Case=Acc,Nom|Gender=Fem,Masc|InflClass[nominal]=IndEurI|Lilaflcat=LatI|Mood=Sub|Number=Plur,Sing|Person=3|Tense=Past|TraditionalMood=Participium,Subiunctivus|TraditionalTense=Imperfectum,Praesens|VerbForm=Part|Voice=Act	deseruiebant,deseruio,deseruit,deseruiat,deseruiant,deseruiunt,deseruire	InflClass
nouem	DET	nouem	68	Number=Plural|NumForm=Word|NumType=Card		
relatiue	ADJ	relatiue	21	Form=Adverbial		
similiter	CCONJ	similiter	1	_		
denominatiue	ADJ	denominatiue	1	Form=Adverbial		
alicubi	PRON	alicubi	11	Compound=Yes|Form=Adverbial		
uirtualiter	ADJ	uirtualiter	3	Form=Adverbial		
proportionaliter	ADJ	proportionaliter	18	Form=Adverbial		
continue	ADJ	continue	18	Form=Adverbial		
regulariter	ADJ	regulariter	5	Form=Adverbial		
indiuidualiter	ADJ	indiuidualiter	4	Form=Adverbial		
idem	PRON	idem	1	Form=Adverbial,Emp|PronType=Dem		
composite	VERB	composite,compositius,conposite	7	Degree=Cmp|Form=Adverbial|VerbForm=Part		
diuise	VERB	diuise	1	Form=Adverbial		
praescio	VERB	praesciuit	4	Aspect=Perf|Lilaflcat=LatI|Mood=Ind|Number=Sing|Person=3|Tense=Past|TraditionalMood=Indicativus|TraditionalTense=Perfectum|Voice=Act	presciret,presciatur,praescita	InflClass[nominal],VerbForm,Case,Gender,InflClass
quotcumque	ADJ	quotcumque	1	_		
ordinate	VERB	ordinate	4	Form=Adverbial		
large	ADJ	large,largissime,largius	33	Degree=Abs,Cmp|Form=Adverbial		
tripliciter	ADJ	tripliciter	7	Form=Adverbial		
iuste	ADJ	iuste,iustissime,iustius	38	Degree=Abs,Cmp|Form=Adverbial		
rationabiliter	ADJ	rationabiliter,rationabilius	20	Degree=Cmp|Form=Adverbial		
differenter	VERB	differenter	2	Form=Adverbial		
uiolenter	ADJ	uiolenter,uiolentius	19	Degree=Cmp|Form=Adverbial		
quandocumque	SCONJ	quandocumque,quandocunque	20	Compound=Yes|PronType=Rel		
perpetuo	ADJ	perpetuo	58	Form=Adverbial		
secus	PRON	secu,secus,sequius,setius	123	Degree=Cmp|Form=Adverbial		
dissimiliter	ADJ	dissimiliter	5	Form=Adverbial		
taliter	DET	taliter	6	Form=Adverbial|PronType=Dem		
uniformiter	ADJ	uniformiter	6	Form=Adverbial		
consequenter	VERB	consequenter	10	Form=Adverbial|VerbForm=Part		
extrinsece	PRON	extrinsece	1	Form=Adverbial		
intrinsece	ADJ	intrinsece	1	Form=Adverbial		
profunde	ADJ	profundius	1	Degree=Cmp|Form=Adverbial		
infinito	VERB	infinito	1	Form=Adverbial		
usquequaque	PRON	usquequaque	9	Compound=Yes|Form=Adverbial		
casualiter	ADJ	casualiter	12	Form=Adverbial		
amos	NOUN	amos	5	Foreign=Yes|Gender=Masc|NameType=Giv|Number=Sing|OrigLang=hbo		
ultimo	ADJ	ultimo	15	Degree=Abs|Form=Adverbial		
cuiusmodi	DET	cuiusmodi	3	Compound=Yes		
uestio	VERB	uestientem,uestientis,uestisti	3	Aspect=Imp,Perf|Case=Acc,Gen|Gender=Masc|InflClass[nominal]=IndEurI|Lilaflcat=LatI|Mood=Ind|Number=Sing|Person=2|Tense=Past|TraditionalMood=Indicativus,Participium|TraditionalTense=Perfectum,Praesens|VerbForm=Part|Voice=Act	uestiendos,uestiuntur,uestiret,uestientur,uestiat,uestitis,uestitum,uestiebantur,uestiens,uestietur,uestitos,uestitus,uestiuit,uestit,uestitae,uestiatur,uestiti,uestita,uestiri,uestiet,uestiunt,uestitur,uestiendum,uestibat,uestitas,uestite,uestire	InflClass
liberaliter	ADJ	liberalissime,liberaliter,liberalius	34	Degree=Abs,Cmp|Form=Adverbial		
materialiter	ADJ	materialiter	21	Form=Adverbial		
decenter	VERB	decenter,decentissime,decentius	16	Degree=Abs,Cmp|Form=Adverbial|VerbForm=Part		
4o	SCONJ	licet	1	_		
deorsum	PRON	deorsum,deosum	48	AdvType=Loc|Form=Adverbial|VerbForm=Part		
inseparabiliter	ADJ	inseparabiliter	2	Form=Adverbial		
irrationabilis	ADJ	irrationabilius	1	Degree=Cmp|Form=Adverbial	irrationabilibus,irrationabilium,irrationabilior,irrationabilia,irrationabile,irrationabilis	Number,Case,Gender,InflClass,Polarity
iacob	NOUN	iacob	9	Foreign=Yes|Gender=Masc|NameType=Giv|Number=Sing|OrigLang=hbo	iacobus,iacobi	Case,InflClass
abusiue	ADJ	abusiue	3	Form=Adverbial		
non	SCONJ	non	1	_		
